Method,Scenario,Seed,ID_Bits,Fold,Training_Indices,Authentication_Index,Devices,Enrollment_Rows,Parameter_Count,Fit_Seconds,Mean_Transform_Milliseconds,Directed_Impostor_Comparisons,Unique_Identifiers,Collision_Rate,Empirical_Codeword_Entropy_Bits,Mean_Absolute_Bit_Bias,Mean_Absolute_Bit_Correlation,Final_Total_Loss,Final_Reconstruction_Loss,Final_Balance_Loss,Final_Decorrelation_Loss,Final_Quantization_Loss,Intra_Mean,Intra_Mean_Normalized,Intra_Std,Intra_Min,Intra_Max,Intra_Q05,Intra_Median,Intra_Q95,Intra_Count,Inter_Mean,Inter_Mean_Normalized,Inter_Std,Inter_Min,Inter_Max,Inter_Q05,Inter_Median,Inter_Q95,Inter_Count,Fixed_Threshold,FAR_At_Fixed_Threshold,FRR_At_Fixed_Threshold,Descriptive_EER,Descriptive_EER_Threshold,Minimum_Balanced_Error,Minimum_Balanced_Error_Threshold,Empirical_Overlap_Coefficient
Unsupervised autoencoder,Single-sweep,20260904,128,enroll_5_test_4,5,4,295,295,2136226,2.6173399000035715,0.5255844067659828,86730,284,0.037288135593220306,8.127435932377464,0.0016949152542372614,0.4143141445368308,0.1642693728208542,0.16035737097263336,0.010755746625363827,0.05043739080429077,0.2869841456413269,0.711864406779661,0.005561440677966102,1.0375738225949303,0,7,0.0,0.0,2.0,295,64.21512740689496,0.5016806828663669,31.17370131298498,0,124,12.0,65.0,110.0,86730,14,0.06344978669433875,0.0,0.010976594027441486,4,0.00782312925170068,5,0.01564625850340136
Unsupervised autoencoder,Multi-sweep,20260904,128,test_1,"2,3,4,5",1,295,1180,2136226,7.639949299998989,0.6735352540568259,86730,282,0.04406779661016946,8.113876610343567,0.0029131355932203217,0.4087990463469991,0.16342675685882568,0.1595139056444168,0.010804775170981884,0.049496136605739594,0.2877652049064636,2.3084745762711862,0.018034957627118643,3.7656380572345154,0,39,0.0,1.0,8.300000000000011,295,64.21081517352704,0.50164699354318,30.82602900684818,0,123,12.0,65.0,110.0,86730,14,0.0630808255505592,0.013559322033898305,0.03576040585725816,10,0.03502824858757062,13,0.07005649717514124
Unsupervised autoencoder,Multi-sweep,20260904,128,test_2,"1,3,4,5",2,295,1180,2136226,7.589802199996484,0.6344135594159618,86730,277,0.06101694915254241,8.07486042388822,0.0028601694915254047,0.41521475586038065,0.16355694830417633,0.15963630378246307,0.011140690185129642,0.049766771495342255,0.2865947186946869,1.159322033898305,0.009057203389830508,4.60386995759194,0,59,0.0,0.0,3.3000000000000114,295,64.21153003574311,0.501652578404243,31.237222737164736,0,124,12.0,65.0,110.0,86730,14,0.06481033091202583,0.010169491525423728,0.015092816787732041,6,0.015092816787732041,6,0.030185633575464086
Unsupervised autoencoder,Multi-sweep,20260904,128,test_3,"1,2,4,5",3,295,1180,2136226,8.430911099996592,0.6069877966537961,86730,276,0.06440677966101693,8.049962193488401,0.002807203389830489,0.41443077858525235,0.16356845200061798,0.1596744805574417,0.011200817301869392,0.05105568841099739,0.28233641386032104,1.1423728813559322,0.00892478813559322,5.732714431963775,0,94,0.0,0.0,3.0,295,64.21332872131903,0.5016666306353049,31.106197293466312,0,124,12.0,65.0,110.0,86730,14,0.06448748991121872,0.006779661016949152,0.016678196702409775,6,0.014458664821860947,4,0.02891732964372189
Unsupervised autoencoder,Multi-sweep,20260904,128,test_4,"1,2,3,5",4,295,1180,2136226,8.49026369999774,0.5692844068477625,86730,280,0.05084745762711862,8.100317288309668,0.0030190677966101492,0.4130929923481965,0.1634301245212555,0.15950724482536316,0.011136353947222233,0.050929658114910126,0.2856777310371399,1.1220338983050848,0.008765889830508475,2.6596038140720486,0,36,0.0,1.0,3.0,295,64.2144125446789,0.5016750980053039,31.11732985234782,0,126,12.0,65.0,110.0,86730,14,0.06474115069756717,0.006779661016949152,0.015513663092355585,6,0.014902571197970713,5,0.029805142395941425
Unsupervised autoencoder,Multi-sweep,20260904,128,test_5,"1,2,3,4",5,295,1180,2136226,8.124625000004016,0.5981227120836423,86730,280,0.05084745762711862,8.09264046625377,0.0033103813559321855,0.4113260979247077,0.1633535623550415,0.15944041311740875,0.011749661527574062,0.05077040195465088,0.2817970812320709,1.505084745762712,0.011758474576271187,2.9042206987320003,0,38,0.0,1.0,5.0,295,64.21325954110458,0.5016660901648795,31.000363858657504,0,125,12.0,65.0,110.0,86730,14,0.0632883661939352,0.010169491525423728,0.014971751412429377,6,0.014971751412429377,6,0.02994350282485876
Unsupervised autoencoder,Single-sweep,20260905,128,enroll_1_test_2,1,2,295,295,2136226,3.1538199999995413,0.5326227118730766,86730,283,0.04067796610169494,8.120656271360515,0.0016949152542372614,0.4023285944378809,0.16263705492019653,0.15897053480148315,0.0070047201588749886,0.05349757522344589,0.27813073992729187,1.8271186440677967,0.014274364406779661,4.845287720881042,0,64,0.0,1.0,6.0,295,64.21173757638648,0.5016541998155194,30.500457309741236,0,126,14.0,65.0,110.0,86730,14,0.055424881817133634,0.010169491525423728,0.020166032514700796,8,0.020166032514700796,8,0.04033206502940159
Unsupervised autoencoder,Single-sweep,20260905,128,enroll_1_test_3,1,3,295,295,2136226,2.517117600000347,0.5828854237225348,86730,283,0.04067796610169494,8.120656271360515,0.0016949152542372614,0.4023285944378809,0.16263705492019653,0.15897053480148315,0.0070047201588749886,0.05349757522344589,0.27813073992729187,2.298305084745763,0.017955508474576273,6.349714534411091,0,103,0.0,1.0,6.300000000000011,295,64.2100311310965,0.5016408682116914,30.429339495817413,0,126,14.0,66.0,110.0,86730,14,0.0550674507090972,0.006779661016949152,0.02344632768361582,8,0.02344632768361582,8,0.042246050962757985
Unsupervised autoencoder,Single-sweep,20260905,128,enroll_1_test_4,1,4,295,295,2136226,2.619241200001852,0.5472471185030526,86730,283,0.04067796610169494,8.120656271360515,0.0016949152542372614,0.4023285944378809,0.16263705492019653,0.15897053480148315,0.0070047201588749886,0.05349757522344589,0.27813073992729187,2.2677966101694915,0.017717161016949153,2.6054913672116284,0,16,0.0,2.0,7.0,295,64.21026173181137,0.5016426697797763,30.44678956759683,0,126,14.0,66.0,110.0,86730,14,0.05547100196010608,0.003389830508474576,0.029222875590914334,9,0.02692839847803528,12,0.050905107805834196
Unsupervised autoencoder,Single-sweep,20260905,128,enroll_1_test_5,1,5,295,295,2136226,2.56791279999743,0.5467227117999031,86730,283,0.04067796610169494,8.120656271360515,0.0016949152542372614,0.4023285944378809,0.16263705492019653,0.15897053480148315,0.0070047201588749886,0.05349757522344589,0.27813073992729187,2.3491525423728814,0.018352754237288136,2.679626641761257,0,17,0.0,2.0,7.0,295,64.21007725123948,0.5016412285253085,30.44862899042255,0,126,14.0,66.0,110.0,86730,14,0.055286521388216305,0.003389830508474576,0.029153695376455666,9,0.026836158192090398,8,0.046811945117029866
Unsupervised autoencoder,Single-sweep,20260905,128,enroll_2_test_1,2,1,295,295,2136226,3.3596858000018983,0.7445515251828957,86730,278,0.057627118644067776,8.0719629561856,0.0016949152542372614,0.41283102009690803,0.1659737527370453,0.16229483485221863,0.007344291545450687,0.05484682321548462,0.2763248383998871,1.9254237288135594,0.015042372881355933,4.853766095831202,0,62,0.0,1.0,5.300000000000011,295,64.21118413467082,0.5016498760521158,31.19114346096703,0,127,13.0,65.0,111.0,86730,14,0.06190476190476191,0.010169491525423728,0.024778046811945117,7,0.02385564395249625,8,0.0477112879049925
Unsupervised autoencoder,Single-sweep,20260905,128,enroll_2_test_3,2,3,295,295,2136226,2.64302250000037,0.5845166101777468,86730,278,0.057627118644067776,8.0719629561856,0.0016949152542372614,0.41283102009690803,0.1659737527370453,0.16229483485221863,0.007344291545450687,0.05484682321548462,0.2763248383998871,1.5796610169491525,0.012341101694915254,6.861575443859411,0,90,0.0,1.0,3.3000000000000114,295,64.2122218378877,0.5016579831084976,31.13494898332735,0,127,12.0,65.0,111.0,86730,14,0.06176640147584458,0.010169491525423728,0.021307506053268765,7,0.020402398247434568,8,0.03934048195549406
Unsupervised autoencoder,Single-sweep,20260905,128,enroll_2_test_4,2,4,295,295,2136226,2.8224801999967895,0.5976630506989689,86730,278,0.057627118644067776,8.0719629561856,0.0016949152542372614,0.41283102009690803,0.1659737527370453,0.16229483485221863,0.007344291545450687,0.05484682321548462,0.2763248383998871,1.6101694915254237,0.012579449152542372,4.724436939249333,0,60,0.0,1.0,4.0,295,64.21231407817365,0.5016587037357316,31.155125107785754,0,127,12.0,65.0,111.0,86730,14,0.0621123025481379,0.010169491525423728,0.02570621468926554,8,0.023976709327798915,5,0.04459817825435258
Unsupervised autoencoder,Single-sweep,20260905,128,enroll_2_test_5,2,5,295,295,2136226,2.6673167000044486,0.5472050845559876,86730,278,0.057627118644067776,8.0719629561856,0.0016949152542372614,0.41283102009690803,0.1659737527370453,0.16229483485221863,0.007344291545450687,0.05484682321548462,0.2763248383998871,1.7084745762711864,0.013347457627118644,4.586629790514577,0,59,0.0,1.0,4.300000000000011,295,64.21206041738729,0.5016567220108382,31.15325671973072,0,127,12.0,65.0,111.0,86730,14,0.06208924247665168,0.006779661016949152,0.023135016718551827,7,0.022299089127176295,8,0.04048195549406203
Unsupervised autoencoder,Single-sweep,20260905,128,enroll_3_test_1,3,1,295,295,2136226,2.70145059999777,0.5824206779973377,86730,271,0.08135593220338988,8.015166727364704,0.0016949152542372614,0.42416928066182774,0.16665111482143402,0.1630241721868515,0.006650784984230995,0.057118356227874756,0.2723231017589569,2.389830508474576,0.018670550847457626,5.737503276576488,0,88,0.0,1.0,8.0,295,64.20943156923786,0.5016361841346708,31.917458583795078,0,128,12.0,65.0,112.0,86730,14,0.06710480802490487,0.010169491525423728,0.035189669087974176,9,0.03250317075982936,11,0.06238902340597256
Unsupervised autoencoder,Single-sweep,20260905,128,enroll_3_test_2,3,2,295,295,2136226,2.8468395000018063,0.5185196609522406,86730,271,0.08135593220338988,8.015166727364704,0.0016949152542372614,0.42416928066182774,0.16665111482143402,0.1630241721868515,0.006650784984230995,0.057118356227874756,0.2723231017589569,1.6440677966101696,0.01284427966101695,6.812759916690358,0,88,0.0,0.0,4.0,295,64.21208347745878,0.5016569021676467,31.940826680035833,0,128,12.0,65.0,112.0,86730,14,0.06710480802490487,0.010169491525423728,0.024126599792459357,7,0.021221030785195435,5,0.04128905799607979
Unsupervised autoencoder,Single-sweep,20260905,128,enroll_3_test_4,3,4,295,295,2136226,2.7046473000009428,0.5657755930846857,86730,271,0.08135593220338988,8.015166727364704,0.0016949152542372614,0.42416928066182774,0.16665111482143402,0.1630241721868515,0.006650784984230995,0.057118356227874756,0.2723231017589569,1.1288135593220339,0.00881885593220339,5.25768148274172,0,88,0.0,0.0,3.0,295,64.21378992274876,0.5016702337714747,31.88078224248244,0,128,12.0,65.0,112.0,86730,14,0.06738152888273953,0.003389830508474576,0.014395249625273839,5,0.014395249625273839,5,0.028790499250547674
Unsupervised autoencoder,Single-sweep,20260905,128,enroll_3_test_5,3,5,295,295,2136226,2.6472677000056137,0.5247223728644204,86730,271,0.08135593220338988,8.015166727364704,0.0016949152542372614,0.42416928066182774,0.16665111482143402,0.1630241721868515,0.006650784984230995,0.057118356227874756,0.2723231017589569,1.3491525423728814,0.010540254237288136,5.260893230117153,0,88,0.0,1.0,4.0,295,64.21298282024674,0.5016639282831776,31.886072580615334,0,128,12.0,65.0,112.0,86730,14,0.06716245820362043,0.003389830508474576,0.0161708751297129,5,0.015698143664245358,7,0.030185633575464083
Unsupervised autoencoder,Single-sweep,20260905,128,enroll_4_test_1,4,1,295,295,2136226,2.759841899998719,0.6001281358648912,86730,277,0.06101694915254241,8.070639703556571,0.0016949152542372614,0.4146686433138901,0.1642056703567505,0.16054092347621918,0.007731105200946331,0.0597916841506958,0.2680273652076721,2.23728813559322,0.017478813559322032,2.640210921349372,0,17,0.0,1.0,7.300000000000011,295,64.21067681309812,0.501645912602329,31.310255842087013,0,127,13.0,65.0,111.0,86730,14,0.06174334140435835,0.003389830508474576,0.03332180329759023,9,0.02827164764210769,12,0.05654329528421538
Unsupervised autoencoder,Single-sweep,20260905,128,enroll_4_test_2,4,2,295,295,2136226,2.9829528000045684,0.7880837286593614,86730,277,0.06101694915254241,8.070639703556571,0.0016949152542372614,0.4146686433138901,0.1642056703567505,0.16054092347621918,0.007731105200946331,0.0597916841506958,0.2680273652076721,1.5627118644067797,0.012208686440677966,4.532794272112306,0,62,0.0,1.0,5.0,295,64.21261385910296,0.5016610457742419,31.298437934523005,0,127,13.0,66.0,111.0,86730,14,0.06145509051078058,0.006779661016949152,0.02192436296552519,7,0.02192436296552519,7,0.03914447134786118
Unsupervised autoencoder,Single-sweep,20260905,128,enroll_4_test_3,4,3,295,295,2136226,2.7052478000041447,0.5572677967809456,86730,277,0.06101694915254241,8.070639703556571,0.0016949152542372614,0.4146686433138901,0.1642056703567505,0.16054092347621918,0.007731105200946331,0.0597916841506958,0.2680273652076721,1.0542372881355933,0.008236228813559322,5.417009053560827,0,91,0.0,0.0,3.0,295,64.21418194396402,0.5016732964372189,31.24861898618445,0,127,13.0,66.0,111.0,86730,14,0.06170875129712902,0.003389830508474576,0.018044505937968407,6,0.015824974057419578,5,0.02483569699066067
Unsupervised autoencoder,Single-sweep,20260905,128,enroll_4_test_5,4,5,295,295,2136226,2.6027899000036996,0.5451210166753854,86730,277,0.06101694915254241,8.070639703556571,0.0016949152542372614,0.4146686433138901,0.1642056703567505,0.16054092347621918,0.007731105200946331,0.0597916841506958,0.2680273652076721,0.7050847457627119,0.005508474576271186,1.1507796423776078,0,8,0.0,0.0,3.0,295,64.21533494753834,0.5016823042776433,31.26294419359422,0,127,13.0,66.0,111.0,86730,14,0.06145509051078058,0.0,0.01257350397786233,5,0.011380145278450363,6,0.02276029055690073
Unsupervised autoencoder,Single-sweep,20260905,128,enroll_5_test_1,5,1,295,295,2136226,2.7829159000029904,0.6289593221065273,86730,285,0.03389830508474578,8.136774534079713,0.0016949152542372614,0.41474197248328926,0.1630568653345108,0.15938369929790497,0.007525810971856117,0.059282414615154266,0.2704061269760132,2.393220338983051,0.018697033898305085,2.6969284876711375,0,17,0.0,2.0,8.0,295,64.20922402859449,0.5016345627233945,31.34394061755788,0,128,13.0,65.0,111.0,86730,14,0.06181252161881702,0.003389830508474576,0.029874322610400093,9,0.02825435258849302,12,0.054456358814712336
Unsupervised autoencoder,Single-sweep,20260905,128,enroll_5_test_2,5,2,295,295,2136226,2.679382700000133,0.626992881672962,86730,285,0.03389830508474578,8.136774534079713,0.0016949152542372614,0.41474197248328926,0.1630568653345108,0.15938369929790497,0.007525810971856117,0.059282414615154266,0.2704061269760132,1.623728813559322,0.012685381355932203,4.2551425063488795,0,56,0.0,1.0,5.0,295,64.21173757638648,0.5016541998155194,31.35820227397995,0,127,13.0,65.0,111.0,86730,14,0.061639571082670354,0.006779661016949152,0.021555401821745646,7,0.021497751643030093,9,0.04133517813905223
Unsupervised autoencoder,Single-sweep,20260905,128,enroll_5_test_3,5,3,295,295,2136226,2.813183399994159,0.5303979661390659,86730,285,0.03389830508474578,8.136774534079713,0.0016949152542372614,0.41474197248328926,0.1630568653345108,0.15938369929790497,0.007525810971856117,0.059282414615154266,0.2704061269760132,1.1389830508474577,0.008898305084745763,5.738431632576323,0,97,0.0,0.0,3.0,295,64.21367462239132,0.5016693329874322,31.306571537954746,0,126,13.0,65.0,111.0,86730,14,0.06202006226219301,0.003389830508474576,0.017006802721088433,5,0.01405511357085207,6,0.024247665167762018
Unsupervised autoencoder,Single-sweep,20260905,128,enroll_5_test_4,5,4,295,295,2136226,2.660420599997451,0.686154576261149,86730,285,0.03389830508474578,8.136774534079713,0.0016949152542372614,0.41474197248328926,0.1630568653345108,0.15938369929790497,0.007525810971856117,0.059282414615154266,0.2704061269760132,0.5864406779661017,0.004581567796610169,1.0093875065978029,0,7,0.0,0.0,2.0,295,64.21563472846766,0.5016846463161536,31.305298490921523,0,127,13.0,65.0,111.0,86730,14,0.06191629194050501,0.0,0.01178369652945924,4,0.010394327222414389,5,0.02078865444482878
Unsupervised autoencoder,Multi-sweep,20260905,128,test_1,"2,3,4,5",1,295,1180,2136226,7.834717900004762,0.6541338983540408,86730,275,0.06779661016949157,8.044844312117801,0.0028072033898304907,0.416690190694514,0.1663680076599121,0.16272711753845215,0.007604194339364767,0.05866101011633873,0.2674074172973633,2.169491525423729,0.01694915254237288,3.730516471205393,0,39,0.0,1.0,8.0,295,64.21169145624351,0.5016538395019025,31.44741314377786,0,127,12.0,65.0,111.0,86730,14,0.06356508705176986,0.010169491525423728,0.03200737922287559,9,0.030900495791536954,11,0.0616972212613859
Unsupervised autoencoder,Multi-sweep,20260905,128,test_2,"1,3,4,5",2,295,1180,2136226,8.412064299998747,0.5849603392623791,86730,275,0.06779661016949157,8.050300720505724,0.0026218220338982863,0.4181256221589563,0.16539067029953003,0.16172637045383453,0.007193523924797773,0.0562315359711647,0.2742317318916321,1.1355932203389831,0.008871822033898306,4.625637029556641,0,56,0.0,0.0,3.0,295,64.21316730081863,0.5016653695376455,31.58144497809265,0,128,12.0,65.0,111.0,86730,14,0.0657442638072178,0.010169491525423728,0.016049809754410237,5,0.016049809754410237,5,0.030439294361812523
Unsupervised autoencoder,Multi-sweep,20260905,128,test_3,"1,2,4,5",3,295,1180,2136226,7.39190399999643,0.5471484743993951,86730,276,0.06440677966101693,8.065521822185971,0.0028601694915254047,0.4162655445571161,0.16497229039669037,0.16135409474372864,0.006817751098424196,0.05614204332232475,0.2715880274772644,1.0847457627118644,0.00847457627118644,5.768457909426974,0,94,0.0,0.0,3.0,295,64.21298282024674,0.5016639282831776,31.40272139503405,0,127,12.0,65.0,111.0,86730,14,0.06335754640839386,0.010169491525423728,0.013945578231292517,5,0.013945578231292517,5,0.027891156462585033
Unsupervised autoencoder,Multi-sweep,20260905,128,test_4,"1,2,3,5",4,295,1180,2136226,7.661119600001257,0.5982803387253671,86730,273,0.07457627118644072,8.028726049398603,0.0034957627118643877,0.41753735082551685,0.1653943508863449,0.1617315411567688,0.007283975835889578,0.056001611053943634,0.2738594710826874,1.1423728813559322,0.00892478813559322,2.7994292050509166,0,34,0.0,0.0,3.0,295,64.21349014181943,0.5016678917329643,31.467641580026687,0,127,12.0,65.0,111.0,86730,14,0.06433759944655829,0.006779661016949152,0.018148276259656405,6,0.018148276259656405,6,0.03530496944540528
Unsupervised autoencoder,Multi-sweep,20260905,128,test_5,"1,2,3,4",5,295,1180,2136226,8.541253800001869,0.6405877965103867,86730,277,0.06101694915254241,8.07486042388822,0.0032838983050847265,0.4126200983982605,0.1648682951927185,0.16121770441532135,0.007505552377551794,0.0552464984357357,0.2722855508327484,1.4,0.0109375,3.045460545134806,0,40,0.0,1.0,4.0,295,64.21319036089012,0.5016655496944541,31.179581289102206,0,127,12.0,65.0,111.0,86730,14,0.06338060647988009,0.006779661016949152,0.019479995387985703,6,0.018563357546408393,7,0.03668857373457858
